Behavior;;;;;;;
alert;;;;;;;
eating;;;;;;;
locomotion;;;;;;;
investigative;;;;;;;
grooming;;;;;;;
drinking;;;;;;;
eliminative;;;;;;;
standing;;;;;;;
laying down;;;;;;;
not visible;;;;;;;
