"device_ID","session_start_timeStamp","focal_start_timeStamp","focal_end_timeStamp","focal_set_duration","focal_set_scan_interval","focal_individual_ID"
"B25CA928-6937-4DC6-A344-A9BF375C5B51","2021-01-23,18:49:05","2021-01-23,18:49:21","2021-01-23,18:59:21","600","30","sorrel filly"
