"device_ID","session_start_timeStamp","session_end_timeStamp","group_ID","pin_code_name","layout_info_json_version","behaviors_json_version","gps_on","compass_on","map_mode_on","physical_contact_threshold"
"B25CA928-6937-4DC6-A344-A9BF375C5B51","2021-01-23,18:49:05","2021-01-23,18:59:34","wild discoveries team","AM","v1.0","v1.0","0","1","0","0.6"
